gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
2651328,17-09-2013,01-10-2018,1840,Annual,0,Neelam Roto Plast,18-Jun-70,21,9,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,1093,173,27,655,280,19,19,1,0,0,0,0,1146021,558140,Global,No,Yes,Yes,No,Yes,No,2
2651329,25-02-2014,01-10-2018,1679,Annual,0,Smit Engineer,19-Jun-70,22,11,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,336,117,11,1020,530,71,53,0,0,0,5,0,463648.91,0,India,No,Yes,No,No,Yes,No,1
2651350,27-06-2015,01-10-2018,1192,Annual,0,Power Master Products,21-Jun-70,33,33,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,662,102,14,1195,511,511,482,295,3,0,8,0,150300.01,70300,India,Yes,No,No,No,Yes,No,2
2651382,24-01-2011,01-10-2018,2807,Annual,0,Anay Engineering Private Limited,22-Jun-70,25,35,Rs. 50 - 100 Crore,Y,Manufacturer,Maharashtra,196,0,0,174,35,1,1,0,0,0,6,2,1852846.4,645652.18,India,No,Yes,No,No,Yes,No,2
2651571,23-12-2014,01-10-2018,1378,Annual,0,Zota Healthcare Ltd.,23-Jun-70,54,82,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,618,1,0,1217,347,9,9,0,0,0,7,0,1505400,920400,India,Yes,No,No,No,No,No,4
2651626,30-05-2017,01-10-2018,489,Annual,0,ACS Chemicals,25-Jun-70,200,133,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,86,13,2,1037,728,95,81,17,0,0,9,0,222650,197650,India,No,Yes,No,No,Yes,No,2
2652616,01-11-2010,01-10-2018,2891,Annual,0,Deepak Trading Co.,30-Jun-70,104,70,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,233,5,0,1561,598,2,2,0,0,0,3,0,203796.21,0,Global,Yes,No,No,No,No,No,2
2653251,14-02-2015,01-10-2018,1325,Annual,0,A. B. Seals & Hydraulics Pvt. Ltd.,03-Jul-70,305,211,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,West Bengal,1453,0,0,1947,570,1192,1109,0,0,0,9,0,403800,153400,India,Yes,No,No,No,No,No,1
2653255,07-09-2016,01-10-2018,754,Annual,0,EPS Biosolutions,04-Jul-70,124,111,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,1184,183,17,2219,708,64,59,3,0,18,9,0,311000,0,Local,No,Yes,No,No,Yes,No,2
2653344,12-06-2018,01-10-2018,111,Annual,0,Preet Medi Wears,05-Jul-70,86,27,Rs. 1 - 2 Crore,Y,Manufacturer,Punjab,154,18,6,224,110,36,20,6,0,0,9,0,164400.01,112400,India,No,No,No,No,Yes,No,4
2653769,22-11-2017,01-10-2018,313,Annual,0,Chowdhary Fashions Private Limited,07-Jul-70,28,26,Rs. 25 - 50 Crore,Y,Manufacturer,West Bengal,20,10,2,450,162,15,15,2,0,1,3,0,169037.23,26550,Local,Yes,No,No,No,No,No,3
2654101,07-04-2016,01-10-2018,907,Annual,0,Ganpati Food Processor,09-Jul-70,28,27,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,243,161,32,767,516,11,11,10,0,0,4,0,98384,75284,India,Yes,No,No,No,Yes,No,4
2654350,20-03-2014,01-10-2018,1656,Annual,0,Sri Ramm Industries,11-Jul-70,111,57,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,1828,407,68,1018,564,16,16,0,0,2,6,0,1450221.9,684400,Local,No,Yes,Yes,No,Yes,No,3
2654392,06-06-2011,01-10-2018,2674,Annual,0,Pandian Surfactants Private Limited,12-Jul-70,37,31,Rs. 25 - 50 Crore,Y,Manufacturer,Tamil Nadu,478,23,1,1014,339,361,311,11,0,0,18,0,210046.2,0,Local,Yes,No,No,No,Yes,No,1
2654490,02-07-2011,01-10-2018,2648,Annual,0,Mahaveer Plastic And Precision Polymers,13-Jul-70,63,24,Rs. 2 - 5 Crore,Y,Manufacturer,Karnataka,37,0,0,816,319,18,16,1,0,0,13,0,221654.01,79650,India,Yes,No,No,No,No,No,3
2654662,09-09-2014,01-10-2018,1483,Annual,0,Sakshi International Private Limited,14-Jul-70,176,138,Rs. 5 - 10 Crore,Y,Manufacturer,Rajasthan,1220,27,0,2204,871,88,79,2,0,0,14,1,650415.98,1416,Global,No,Yes,Yes,No,Yes,No,1
2654895,25-07-2014,01-10-2018,1529,Annual,0,Ganapathy Agro Industries,17-Jul-70,34,47,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,813,4,2,5437,2373,44,41,2,0,1,5,0,1316891.01,119475,Global,No,Yes,Yes,No,Yes,No,3
2655827,18-07-2016,01-10-2018,805,Annual,0,Arvind Industries,18-Jul-70,73,47,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,276,2,0,645,145,28,28,0,0,0,6,0,394875,0,Local,No,Yes,No,No,Yes,No,1
2655986,21-04-2018,01-10-2018,163,Annual,0,Aronix LED Products,19-Jul-70,54,26,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,56,18,0,82,55,90,79,35,0,0,2,0,29500,29500,India,Yes,No,No,No,No,No,3
2656070,31-03-2018,01-10-2018,184,Annual,0,V.S. Bhagwati Shipping Pvt. Ltd.,20-Jul-70,11,9,Rs. 50 Lakh - 1 Crore,Y,Service Provider,Haryana,101,43,4,166,113,31,17,4,0,0,1,0,29500,29500,Global,Yes,No,No,No,No,No,3
2656752,14-11-2017,01-10-2018,321,Annual,0,Manjula Trading Company Private Limited,23-Jul-70,24,18,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,176,21,5,529,24,26,25,0,0,0,4,0,96856,96856,Global,Yes,No,No,No,No,No,2
2656772,12-12-2014,01-10-2018,1389,Annual,0,Paras Printpack,24-Jul-70,37,24,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,418,17,10,664,228,11,10,1,0,0,1,0,139634,0,Local,Yes,No,No,No,Yes,No,2
2656868,02-08-2011,01-10-2018,2617,Annual,0,Value Added Coating Solution Private Limited,25-Jul-70,17,21,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,920,62,0,882,350,351,219,99,0,0,4,0,640476.8,0,Global,No,Yes,No,No,Yes,No,2
2657327,25-08-2014,01-10-2018,1498,Annual,0,Nundy Fitness,27-Jul-70,63,56,Rs. 2 - 5 Crore,Y,Wholesale Sellers,West Bengal,38,0,0,1117,443,60,44,0,0,0,3,0,1107193.98,625694,Local,No,Yes,Yes,No,Yes,No,3
2657674,22-11-2010,01-10-2018,2870,Annual,0,Edison Gentech Private Limited,29-Jul-70,49,13,Rs. 5 - 10 Crore,Y,Service Provider,Tamil Nadu,209,8,0,610,166,1,1,0,0,0,7,0,901343.5,177000,Local,No,Yes,No,No,Yes,No,1
2657922,31-12-2010,01-10-2018,2831,Annual,0,Kamal Plast Moulds,31-Jul-70,25,9,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,69,12,9,86,41,26,22,4,0,2,1,0,197768.36,0,India,Yes,No,No,No,No,No,4
2658186,26-03-2018,01-10-2018,189,Annual,0,Ashwin Ghelani,02-Aug-70,18,11,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,123,84,14,324,256,465,335,288,1,33,0,0,29500,29500,India,Yes,No,No,No,No,No,4
2658360,07-03-2018,01-10-2018,208,Annual,0,Chintamani Equipments,03-Aug-70,31,31,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,167,33,0,532,270,182,105,61,0,1,6,0,89029.82,41029.82,India,Yes,No,No,No,No,No,4
2658366,07-07-2012,01-10-2018,2277,Annual,0,Bit Advanced Processing Unit,04-Aug-70,16,36,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,1454,122,9,1093,396,108,103,25,0,32,11,0,1426545.8,0,India,No,Yes,Yes,No,Yes,No,2
2658774,15-11-2010,01-10-2018,2877,Annual,0,Shree Satyanand Enterprises,05-Aug-70,24,22,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,61,1,0,385,111,30,29,0,0,0,1,0,412669.51,0,India,Yes,No,No,No,Yes,No,1
2658799,27-08-2014,01-10-2018,1496,Annual,0,Hydro Tech Engineers,06-Aug-70,37,37,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,2068,364,53,1366,654,461,453,88,0,0,3,0,786000,96000,India,No,Yes,No,No,Yes,No,1
2658814,05-01-2016,01-10-2018,1000,Annual,0,Rachi Enterprise,08-Aug-70,15,15,Rs. 50 Lakh - 1 Crore,Y,Distributor / Channel Partner,Gujarat,621,74,8,572,279,80,77,5,0,0,7,0,548971,365289,India,Yes,Yes,No,No,Yes,No,3
2658927,30-10-2010,01-10-2018,2893,Annual,0,Ultra Veneers & Boards Private Limited,09-Aug-70,56,26,Rs. 2 - 5 Crore,Y,Wholesale Trader,Tamil Nadu,622,14,1,316,131,17,14,0,0,2,0,0,277767.65,0,Local,Yes,No,No,No,Yes,No,4
2658942,12-09-2014,01-10-2018,1480,Annual,0,Rodak,10-Aug-70,41,19,Rs. 2 - 5 Crore,Y,Manufacturer,Goa,1727,357,73,1071,584,13,13,5,0,10,5,0,1030362.99,856350,India,Yes,No,Yes,No,Yes,No,1
2658980,19-12-2014,01-10-2018,1382,Annual,0,Khandelwal Print,11-Aug-70,330,77,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Rajasthan,1134,48,2,3199,1351,111,77,1,0,1,14,0,975418.59,129800,India,Yes,Yes,Yes,Yes,Yes,No,1
2659339,20-01-2014,01-10-2018,1715,Annual,0,Indo Gas,13-Aug-70,20,23,Rs. 2 - 5 Crore,Y,Wholesale Trader,Tamil Nadu,65,6,0,388,105,18,11,7,0,0,2,0,238150,109150,Local,Yes,No,No,No,Yes,No,4
2659364,09-05-2014,01-10-2018,1606,Annual,0,Paragon Mobility Rehab LLP,14-Aug-70,191,50,Rs. 5 - 10 Crore,Y,Manufacturer,Rajasthan,815,23,0,937,350,64,63,24,0,0,11,0,208032,71685,India,Yes,No,No,No,Yes,No,4
2659547,07-11-2011,01-10-2018,2520,Annual,0,B. G. Industries,16-Aug-70,36,29,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,West Bengal,375,14,3,178,93,0,0,0,0,0,2,0,239286.21,85550,India,Yes,No,No,No,Yes,No,4
2659570,16-08-2011,01-10-2018,2603,Annual,0,Satya Firotech India Private Limited,17-Aug-70,14,9,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Delhi,284,1,0,425,123,70,65,0,0,0,4,0,707705.93,0,India,No,Yes,No,No,Yes,No,2
2660030,29-07-2011,01-10-2018,2621,Annual,0,Shree Jyoti Engineering Works,18-Aug-70,22,16,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,101,15,7,94,44,68,61,12,0,0,8,0,311922,59000,India,Yes,No,No,No,No,No,1
2660120,10-02-2016,01-10-2018,964,Annual,0,Gayatri Enterprises,19-Aug-70,24,20,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,663,43,13,165,62,72,70,19,1,155,6,0,444411.13,0,India,No,Yes,No,No,Yes,No,1
2660313,06-08-2013,01-10-2018,1882,Annual,0,ARB (Aqua Related Business Solutions),20-Aug-70,55,50,Rs. 1 - 2 Crore,Y,Authorized Wholesale Dealer,Maharashtra,2158,288,35,1228,530,80,62,14,0,8,5,0,544130.5,75756,Local,No,Yes,No,No,Yes,No,4
2660567,30-05-2018,01-10-2018,124,Annual,0,Brand Libaaz,22-Aug-70,82,34,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,27,27,0,94,94,33,27,27,0,5,0,0,29500,29500,India,Yes,No,No,No,No,No,2
2660701,05-11-2011,01-10-2018,2522,Annual,0,S. K. International,23-Aug-70,322,181,Rs. 10 - 25 Crore,N,Distributor / Channel Partner,Maharashtra,703,124,23,1904,837,17,15,0,0,0,6,0,254492.2,0,India,Yes,No,No,No,Yes,No,4
2660746,30-11-2011,01-10-2018,2497,Annual,0,Aesteiron Steels LLP,24-Aug-70,"1,290",528,Rs. 50 - 100 Crore,Y,Manufacturer,Maharashtra,2811,512,84,3213,1345,234,228,4,0,0,19,0,2858325.11,990551,Global,No,Yes,Yes,No,Yes,No,1
2660896,04-06-2011,01-10-2018,2676,Annual,0,Bharat Crane Service,26-Aug-70,20,21,Rs. 50 Lakh - 1 Crore,Y,Service Provider,Gujarat,59,1,0,204,90,14,9,1,0,0,2,0,168724.01,0,Local,Yes,No,No,No,No,No,3
2661054,28-10-2010,01-10-2018,2895,Annual,0,Printed Electronics Private Limited,28-Aug-70,127,30,Rs. 10 - 25 Crore,Y,Manufacturer,West Bengal,882,14,4,1086,367,216,127,8,0,0,11,1,726065.57,354983.42,India,Yes,No,Yes,No,No,No,1
2661272,24-11-2017,01-10-2018,311,Annual,0,Asian Steel Corporation,29-Aug-70,43,17,Rs. 5 - 10 Crore,Y,Wholesale Trader,Maharashtra,213,52,13,655,334,537,274,97,0,0,4,0,125522.21,26550,India,Yes,No,No,No,No,No,2
2661275,18-04-2014,01-10-2018,1627,Annual,0,BR Engineering Plastics Private Limited,30-Aug-70,29,28,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,384,131,46,660,345,14,14,11,0,0,1,0,534424.5,0,Global,No,Yes,Yes,No,Yes,No,2
2661407,02-08-2017,01-10-2018,425,Annual,0,Health Care Medical Centre,31-Aug-70,79,58,Rs. 5 - 10 Crore,Y,Exporter,Maharashtra,309,16,3,1509,591,590,505,50,0,0,13,0,719029.64,62500,India,No,Yes,No,No,Yes,No,3
2662097,21-11-2014,01-10-2018,1410,Annual,0,AG Corporation,03-Sep-70,73,74,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,934,99,24,1337,489,22,22,2,0,11,8,0,668806.7,177000,Local,No,Yes,No,No,Yes,No,2
2662161,18-02-2012,01-10-2018,2417,Annual,0,Sri Jayalakshmi Traders,04-Sep-70,47,28,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,494,58,11,1784,730,25,25,7,0,0,8,0,513549.2,206500,India,Yes,Yes,No,No,No,No,1
2662260,13-12-2017,01-10-2018,292,Annual,0,Natures Natural India,05-Sep-70,231,144,Rs. 2 - 5 Crore,Y,Exporter,Delhi,501,145,23,1736,537,1924,1041,343,1,1,9,0,1088952,593232,Foreign,No,Yes,Yes,No,Yes,No,1
2662278,19-04-2012,01-10-2018,2356,Annual,0,B. K. Enterprises,06-Sep-70,27,29,Rs. 5 - 10 Crore,Y,Wholesale Distributor,Gujarat,79,4,0,630,271,25,25,5,0,0,10,0,1406248.1,177000,India,No,Yes,Yes,No,Yes,No,1
2662335,30-10-2010,01-10-2018,2893,Annual,0,Saptarshi Electronics Enterprises,07-Sep-70,3,6,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,102,3,0,41,12,6,6,1,0,0,2,0,389738.5,29500,India,Yes,No,No,No,No,No,4
2662663,07-01-2012,01-10-2018,2459,Annual,0,Suryodaya Energies,08-Sep-70,14,14,Rs. 5 - 10 Crore,Y,OEM Manufacturer,Punjab,1009,0,0,1635,282,7,6,0,0,0,3,0,790752,0,Local,Yes,No,No,No,Yes,No,1
2662741,28-07-2011,01-10-2018,2622,Annual,0,All India Surgico.,10-Sep-70,152,93,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,1289,138,13,1857,901,528,516,201,0,0,17,0,666726.41,1416,India,No,Yes,No,No,Yes,No,2
2662913,24-05-2017,01-10-2018,495,Annual,0,Bajrang Refrigeration & Co.,13-Sep-70,61,64,Rs. 1 - 2 Crore,Y,Manufacturer,Delhi,99,83,7,1543,409,140,128,0,0,0,4,0,54500,29500,India,Yes,No,No,No,No,No,1
2662945,16-06-2018,01-10-2018,107,Annual,0,Sri Chain Granites,14-Sep-70,33,38,Rs. 2 - 5 Crore,Y,Wholesaler,Tamil Nadu,39,39,3,389,389,0,0,0,0,0,2,0,29500,29500,Local,Yes,No,No,No,No,No,4
2663079,26-11-2010,01-10-2018,2866,Annual,0,Navyug Traders,16-Sep-70,44,32,Rs. 10 - 25 Crore,Y,Wholesaler,Delhi,303,21,15,1450,628,85,80,19,0,4,6,0,579777.97,330728,Global,Yes,No,Yes,No,Yes,No,3
2663269,23-08-2014,01-10-2018,1500,Annual,0,Sunguru Solar System,17-Sep-70,61,43,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,856,156,35,1022,573,47,43,1,0,1,1,0,184375,79650,India,Yes,No,No,No,Yes,No,3
2663315,14-02-2012,01-10-2018,2421,Annual,0,Kalyan Confectionery Private Limited,18-Sep-70,10,11,Rs. 25 - 50 Crore,Y,Manufacturer,West Bengal,222,0,0,1121,392,81,71,0,0,0,2,0,232311.2,0,India,Yes,No,No,No,Yes,No,2
2663697,02-11-2011,01-10-2018,2525,Annual,0,Farmakon Nutrivet,19-Sep-70,16,18,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,580,47,7,371,145,468,407,68,8,0,5,0,278641,88500,Global,Yes,No,No,No,No,No,2
2663891,09-10-2015,01-10-2018,1088,Annual,0,Hexagon Technologies India,20-Sep-70,104,36,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,659,12,0,470,133,11,11,0,0,0,3,0,834000,0,India,No,Yes,No,No,Yes,No,4
2664019,07-03-2013,01-10-2018,2034,Annual,0,Excel Electrical,21-Sep-70,32,31,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,62,0,0,161,58,22,22,0,0,0,6,0,227899.21,4000,India,Yes,No,No,No,No,No,2
2664176,11-04-2011,01-10-2018,2730,Annual,0,Sree Abirami Equipments,22-Sep-70,17,17,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,213,2,2,149,53,9,7,1,0,0,0,0,352619.24,109150,India,Yes,No,No,No,Yes,No,1
2664261,17-01-2012,01-10-2018,2449,Annual,0,Hoshiyar Singh Suresh Chandra Sarees Private Limited,23-Sep-70,381,48,Rs. 2 - 5 Crore,N,Exporter,Delhi,587,0,0,569,83,313,289,0,0,0,7,0,917257.06,1416,Foreign,No,Yes,No,No,Yes,No,1
2664319,08-01-2015,01-10-2018,1362,Annual,0,Perfect Packaging,25-Sep-70,9,15,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,97,5,0,172,57,98,82,2,0,0,7,1,119575,0,Local,Yes,No,No,No,No,No,1
2664342,29-10-2010,01-10-2018,2894,Annual,0,Integral Process Controls India Private Limited,27-Sep-70,22,21,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,67,0,0,39,12,3,3,0,0,0,3,0,238465,0,India,Yes,No,No,No,Yes,No,3
2665053,24-04-2013,01-10-2018,1986,Annual,0,Shree Om Shruti Packers,30-Sep-70,60,33,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,467,66,14,248,122,26,22,11,3,15,1,0,506063,0,Local,No,Yes,No,No,No,No,2
2665058,12-11-2010,01-10-2018,2880,Annual,0,Tarni Enterprises,01-Oct-70,126,93,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,35,1,0,571,211,40,40,1,0,0,1,0,252661.7,0,India,Yes,No,No,No,Yes,No,1
2665109,03-03-2011,01-10-2018,2769,Annual,0,Care Home Industries,02-Oct-70,59,35,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,1510,146,32,4062,1799,305,280,0,2,0,10,0,1246445.96,621270,India,No,Yes,Yes,No,Yes,No,4
2665114,10-10-2012,01-10-2018,2182,Annual,0,United Lubricants Pvt. Ltd.,03-Oct-70,26,30,Rs. 5 - 10 Crore,Y,Manufacturer,Delhi,134,5,0,321,140,151,117,6,0,0,8,0,165213.21,0,Global,Yes,No,No,No,No,No,1
2665132,14-06-2012,01-10-2018,2300,Annual,0,Indian Ion Exchange & Chemicals Limited,04-Oct-70,126,105,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,5572,960,163,5585,2239,1476,1449,697,0,0,27,0,10007316.53,4342400,Global,No,Yes,Yes,Yes,Yes,No,2
2665223,29-08-2013,01-10-2018,1859,Annual,0,Mech Static Hydraulics,06-Oct-70,77,75,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,342,0,0,866,296,1,1,0,0,0,6,0,556938,0,India,No,Yes,No,No,Yes,No,3
2665405,26-09-2014,01-10-2018,1466,Annual,0,Weigh Shoppe,08-Oct-70,66,80,Rs. 50 Lakh - 1 Crore,Y,Distributor / Channel Partner,Chhattisgarh,258,133,25,2877,1589,47,41,3,0,18,5,0,151225,23600,India,Yes,No,No,No,No,No,3
2665464,14-07-2018,01-10-2018,79,Annual,0,Tanika Enterprises,09-Oct-70,21,10,Rs. 1 - 2 Crore,Y,Wholesale Trader,Uttar Pradesh,46,46,22,29,29,48,44,44,0,3,0,0,29500,29500,Local,Yes,No,No,No,No,No,2
2665660,17-12-2014,01-10-2018,1384,Annual,0,Mani's & Co.,10-Oct-70,5,10,Upto Rs. 50 Lakh,Y,Wholesale Supplier,Tamil Nadu,14,1,0,66,11,22,20,0,1,7,1,0,154650,79650,Local,Yes,No,No,No,Yes,No,3
2665715,21-12-2010,01-10-2018,2841,Annual,0,Sun Polyplast,11-Oct-70,24,23,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Gujarat,390,31,11,676,268,275,252,33,0,1,0,0,219504.2,0,India,Yes,No,No,No,No,No,3
2666389,15-11-2014,01-10-2018,1416,Annual,0,M/s Dhiman Associates,14-Oct-70,43,65,Rs. 1 - 2 Crore,Y,Manufacturer,Chandigarh,23,0,0,402,149,1,1,0,0,0,2,0,99550,0,Local,Yes,No,No,No,No,No,4
2666772,24-08-2011,01-10-2018,2595,Annual,0,Graintec Industries,15-Oct-70,30,32,Rs. 2 - 5 Crore,Y,Manufacturer,Karnataka,541,2,0,602,159,1183,1058,4,0,0,8,0,791798.01,132750,India,No,Yes,No,No,Yes,No,1
2666782,21-02-2017,01-10-2018,587,Annual,0,S & S Industries,16-Oct-70,28,27,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,115,0,0,251,80,53,51,0,0,0,7,0,483339.99,133340,India,Yes,Yes,No,No,Yes,No,1
2667515,21-11-2015,01-10-2018,1045,Annual,0,Iqra Bags India,17-Oct-70,89,75,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Haryana,1739,250,50,1483,697,148,122,92,2,0,24,0,656530.99,0,Local,Yes,No,No,No,No,No,1
2667993,11-10-2013,01-10-2018,1816,Annual,0,Play Equipment Co,18-Oct-70,167,81,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,412,32,4,604,259,125,60,1,0,0,2,0,175410.01,31860,Local,Yes,No,No,No,No,No,3
2668125,21-12-2013,01-10-2018,1745,Annual,0,IndoMix,19-Oct-70,211,181,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,1572,168,20,2928,1147,235,224,15,0,0,22,0,647736.01,17700,India,Yes,No,No,No,Yes,No,3
2668166,11-10-2012,01-10-2018,2181,Annual,0,JGB Agrofresh Private Limited,20-Oct-70,58,47,Rs. 5 - 10 Crore,Y,Exporter,West Bengal,860,16,0,1164,345,45,42,10,0,1,11,0,238253.21,0,Foreign,Yes,No,No,No,Yes,No,3
2668432,22-07-2013,01-10-2018,1897,Annual,0,Keshariya Metal Private Limited,22-Oct-70,558,354,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,3801,476,72,4043,1598,5498,4443,2276,0,0,40,0,2649663.68,1520000.48,Global,No,Yes,Yes,No,Yes,No,1
2668870,31-03-2011,01-10-2018,2741,Annual,0,Om Suntronics Converting Equipments,23-Oct-70,58,31,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,711,11,1,869,207,11,11,0,0,7,21,0,767021.01,0,India,Yes,No,Yes,No,Yes,No,4
2668936,03-12-2010,01-10-2018,2859,Annual,0,Transgear Electrical Services Private Limited,25-Oct-70,25,20,Rs. 50 Lakh - 1 Crore,Y,Service Provider,Karnataka,72,3,0,178,52,20,20,19,0,0,0,0,291175.03,0,India,Yes,No,No,No,Yes,No,2
2669437,12-08-2011,01-10-2018,2607,Annual,0,International Instruments Industries,28-Oct-70,169,104,Rs. 2 - 5 Crore,Y,Authorized Wholesale Dealer,Telangana,34,0,0,509,163,333,321,1,0,0,0,0,228011.14,0,Local,Yes,No,No,No,No,No,4
2669687,18-11-2010,01-10-2018,2874,Annual,0,Rajat Wires Private Limited,29-Oct-70,7,6,Rs. 100 - 500 Crore,Y,Manufacturer,Haryana,4,0,0,86,17,3,3,0,0,0,8,0,225970.2,0,India,Yes,No,No,No,Yes,No,1
2670077,26-02-2011,01-10-2018,2774,Annual,0,B. S. Engineering,01-Nov-70,55,32,Rs. 1 - 2 Crore,Y,Manufacturer,Haryana,149,2,2,574,224,5,5,2,0,0,4,0,1197507.6,0,Global,No,Yes,No,No,Yes,No,3
2670372,03-11-2010,01-10-2018,2889,Annual,0,MSK Industries & Products Private Limited,02-Nov-70,21,25,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,385,0,0,180,51,2,2,0,0,0,2,0,404490.62,0,Local,Yes,No,No,No,No,No,1
2670929,26-11-2010,01-10-2018,2866,Annual,0,Mehta Sales Corporation,05-Nov-70,51,61,Rs. 10 - 25 Crore,Y,Exporter,Gujarat,341,0,0,273,66,86,82,1,0,0,2,0,304259,59000,India,Yes,No,No,No,No,No,4
2670952,06-05-2015,01-10-2018,1244,Annual,0,MEGA Techno Services,06-Nov-70,225,184,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,374,11,2,920,338,18,17,4,0,0,0,0,602229,0,India,No,Yes,No,No,Yes,No,1
2671057,17-08-2015,01-10-2018,1141,Annual,0,Axis Fire Protection,07-Nov-70,65,87,Rs. 2 - 5 Crore,Y,Manufacturer,Haryana,155,0,0,564,229,34,33,3,0,0,5,0,1801871.44,0,India,No,Yes,Yes,No,Yes,No,2
2671827,26-08-2017,01-10-2018,401,Annual,0,Divya Printers,10-Nov-70,38,41,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Rajasthan,143,51,9,582,307,40,32,17,0,0,0,0,30559.64,30559.64,Local,Yes,No,No,No,No,No,2
2671869,28-12-2013,01-10-2018,1738,Annual,0,Guru Nanak Interiors,12-Nov-70,44,36,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Uttar Pradesh,1124,486,64,2048,957,26,25,3,0,0,8,0,1149014.05,623040,India,No,Yes,Yes,No,Yes,No,1
2671956,02-03-2011,01-10-2018,2770,Annual,0,Roto Care Engineers,13-Nov-70,25,25,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,385,67,14,525,220,64,61,3,0,0,4,0,264510,0,Foreign,Yes,No,No,No,No,No,2
2672023,26-12-2011,01-10-2018,2471,Annual,0,National Refrigeration,14-Nov-70,35,23,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,1253,114,32,1165,456,11,8,0,0,0,3,0,1138189.25,177000,Global,No,Yes,No,No,Yes,No,3
2672085,26-02-2014,01-10-2018,1678,Annual,0,Design Infinity,15-Nov-70,51,27,Rs. 50 Lakh - 1 Crore,Y,Service Provider,Tamil Nadu,49,0,0,416,145,16,14,0,0,0,2,1,144250,0,Global,Yes,No,No,No,Yes,No,3
